"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 19 16:37:31 IST 2023","Wed Apr 19 16:37:41 IST 2023","10469","","TC1 LoginPage","","","","Login in the website",""
